time,open,high,low,close,volume
2026-06-21 22:00:00,4163.89990234375,4172.89990234375,4151.39990234375,4164.2001953125,0.0
2026-06-21 22:01:00,4165.2998046875,4172.0,4164.7998046875,4170.89990234375,168.0
2026-06-21 22:02:00,4171.2001953125,4172.60009765625,4167.0,4172.0,128.0
2026-06-21 22:03:00,4171.39990234375,4174.7001953125,4170.0,4173.60009765625,130.0
2026-06-21 22:04:00,4172.39990234375,4173.7998046875,4171.7998046875,4173.2001953125,53.0
2026-06-21 22:05:00,4173.2001953125,4176.0,4173.2001953125,4174.60009765625,111.0
2026-06-21 22:06:00,4173.89990234375,4175.0,4173.0,4173.0,31.0
2026-06-21 22:07:00,4173.5,4173.7001953125,4172.89990234375,4172.89990234375,19.0
2026-06-21 22:08:00,4173.39990234375,4173.7998046875,4171.2998046875,4171.2998046875,43.0
2026-06-21 22:09:00,4171.10009765625,4171.2001953125,4168.0,4170.89990234375,96.0
2026-06-21 22:10:00,4171.0,4172.7001953125,4170.60009765625,4170.89990234375,47.0
2026-06-21 22:11:00,4170.0,4172.10009765625,4167.2001953125,4167.7998046875,89.0
2026-06-21 22:12:00,4167.2001953125,4167.7998046875,4165.60009765625,4165.60009765625,75.0
2026-06-21 22:13:00,4165.5,4169.0,4165.0,4168.2998046875,30.0
2026-06-21 22:14:00,4168.60009765625,4168.7001953125,4167.60009765625,4168.10009765625,12.0
2026-06-21 22:15:00,4167.89990234375,4168.0,4166.2001953125,4166.2998046875,12.0
2026-06-21 22:16:00,4166.0,4167.5,4164.7998046875,4167.39990234375,60.0
2026-06-21 22:17:00,4167.0,4168.0,4164.7998046875,4168.0,123.0
2026-06-21 22:18:00,4168.2001953125,4170.39990234375,4167.7998046875,4168.2001953125,52.0
2026-06-21 22:19:00,4168.60009765625,4172.89990234375,4167.2998046875,4169.60009765625,30.0
2026-06-21 22:20:00,4169.7998046875,4170.7998046875,4169.10009765625,4170.0,35.0
2026-06-21 22:21:00,4169.89990234375,4171.60009765625,4168.89990234375,4168.89990234375,74.0
2026-06-21 22:22:00,4168.7998046875,4169.0,4166.5,4166.60009765625,65.0
2026-06-21 22:23:00,4167.39990234375,4172.89990234375,4166.39990234375,4166.60009765625,25.0
2026-06-21 22:24:00,4167.7001953125,4168.60009765625,4166.2001953125,4167.2001953125,19.0
2026-06-21 22:25:00,4166.89990234375,4168.89990234375,4165.7001953125,4168.10009765625,109.0
2026-06-21 22:26:00,4168.0,4169.7001953125,4168.0,4169.0,23.0
2026-06-21 22:27:00,4169.2998046875,4169.5,4168.5,4169.0,11.0
2026-06-21 22:28:00,4168.89990234375,4168.89990234375,4166.7001953125,4167.2001953125,20.0
2026-06-21 22:29:00,4169.2001953125,4169.39990234375,4168.39990234375,4168.39990234375,32.0
2026-06-21 22:30:00,4168.7001953125,4170.7998046875,4167.60009765625,4169.7998046875,79.0
2026-06-21 22:31:00,4170.2001953125,4171.10009765625,4169.5,4170.5,87.0
2026-06-21 22:32:00,4170.0,4171.89990234375,4169.7998046875,4171.2998046875,41.0
2026-06-21 22:33:00,4171.0,4171.0,4169.5,4169.89990234375,56.0
2026-06-21 22:34:00,4169.7001953125,4170.0,4168.0,4168.0,59.0
2026-06-21 22:35:00,4168.89990234375,4169.0,4167.0,4167.2001953125,29.0
2026-06-21 22:36:00,4167.2998046875,4167.7998046875,4167.0,4167.7998046875,21.0
