pair,signal,conf,entry,sl,tp,outcome,pnl_r
SOLUSDT,LONG,70,20.68,20.3831,21.5706,LOSS,-1.0
SOLUSDT,SHORT,70,20.27,20.3731,19.9606,LOSS,-1.0
SOLUSDT,SHORT,70,20.17,20.3611,19.5966,LOSS,-1.0
SOLUSDT,LONG,70,22.45,22.0169,23.7494,WIN,3.0
SOLUSDT,LONG,70,24.54,24.212,25.524,LOSS,-1.0
SOLUSDT,LONG,100,24.62,24.3623,25.3931,LOSS,-1.0
SOLUSDT,LONG,70,24.92,24.3491,26.6326,LOSS,-1.0
SOLUSDT,LONG,70,25.12,24.686,26.422,LOSS,-1.0
SOLUSDT,LONG,70,22.69,22.3089,23.8334,LOSS,-1.0
SOLUSDT,LONG,70,22.17,21.7566,23.4103,LOSS,-1.0
SOLUSDT,SHORT,70,20.8,21.0403,20.0791,LOSS,-1.0
SOLUSDT,LONG,70,20.93,20.7571,21.4486,LOSS,-1.0
SOLUSDT,SHORT,70,20.4,20.5637,19.9089,LOSS,-1.0
SOLUSDT,SHORT,70,20.28,20.318,20.166,LOSS,-1.0
SOLUSDT,SHORT,70,19.88,20.0494,19.3717,LOSS,-1.0
SOLUSDT,LONG,70,19.93,19.7586,20.4443,LOSS,-1.0
SOLUSDT,SHORT,70,19.37,19.5711,18.7666,LOSS,-1.0
SOLUSDT,SHORT,70,19.25,19.4743,18.5771,LOSS,-1.0
SOLUSDT,LONG,70,20.96,20.6443,21.9071,LOSS,-1.0
SOLUSDT,SHORT,70,20.56,20.77,19.93,LOSS,-1.0
SOLUSDT,LONG,70,21.29,21.0129,22.1214,LOSS,-1.0
SOLUSDT,LONG,70,21.21,21.0297,21.7509,LOSS,-1.0
SOLUSDT,LONG,70,21.59,21.464,21.968,LOSS,-1.0
SOLUSDT,SHORT,70,19.95,20.2274,19.1177,LOSS,-1.0
SOLUSDT,SHORT,70,19.0,19.1143,18.6571,WIN,3.0
SOLUSDT,SHORT,70,15.41,15.8157,14.1929,LOSS,-1.0
SOLUSDT,LONG,70,15.35,14.9394,16.5817,LOSS,-1.0
SOLUSDT,SHORT,70,14.7,14.9229,14.0314,LOSS,-1.0
SOLUSDT,SHORT,70,15.5,15.7177,14.8469,LOSS,-1.0
SOLUSDT,LONG,70,16.89,16.6691,17.5526,WIN,3.0
SOLUSDT,LONG,70,17.1,16.7289,18.2134,LOSS,-1.0
SOLUSDT,SHORT,70,16.34,16.4583,15.9851,WIN,3.0
SOLUSDT,LONG,70,18.58,18.4203,19.0591,WIN,3.0
SOLUSDT,LONG,70,19.51,19.1811,20.4966,LOSS,-1.0
SOLUSDT,SHORT,70,21.15,21.5966,19.8103,LOSS,-1.0
SOLUSDT,LONG,70,27.8,27.4283,28.9151,LOSS,-1.0
SOLUSDT,LONG,70,27.84,27.4451,29.0246,LOSS,-1.0
SOLUSDT,SHORT,70,24.9,24.9926,24.6223,LOSS,-1.0
SOLUSDT,LONG,70,25.02,24.8731,25.4606,LOSS,-1.0
SOLUSDT,LONG,70,25.06,24.7409,26.0174,LOSS,-1.0
SOLUSDT,SHORT,70,24.92,25.16,24.2,WIN,3.0
SOLUSDT,SHORT,70,23.07,23.2986,22.3843,LOSS,-1.0
SOLUSDT,SHORT,70,22.7,22.9637,21.9089,LOSS,-1.0
SOLUSDT,LONG,70,24.56,24.2709,25.4274,LOSS,-1.0
SOLUSDT,LONG,70,24.51,24.0797,25.8009,LOSS,-1.0
SOLUSDT,LONG,70,24.8,24.52,25.64,LOSS,-1.0
SOLUSDT,SHORT,70,24.51,24.7334,23.8397,LOSS,-1.0
SOLUSDT,LONG,70,24.89,24.4406,26.2383,LOSS,-1.0
SOLUSDT,SHORT,70,21.6,22.1374,19.9877,LOSS,-1.0
SOLUSDT,LONG,70,21.97,21.726,22.702,LOSS,-1.0
SOLUSDT,LONG,70,21.61,21.2017,22.8349,LOSS,-1.0
SOLUSDT,SHORT,70,20.89,20.9374,20.7477,WIN,3.0
SOLUSDT,SHORT,70,19.48,19.6797,18.8809,LOSS,-1.0
SOLUSDT,SHORT,70,19.39,19.6771,18.5286,LOSS,-1.0
SOLUSDT,SHORT,70,19.53,19.6797,19.0809,WIN,3.0
SOLUSDT,SHORT,70,17.84,17.9543,17.4971,LOSS,-1.0
SOLUSDT,SHORT,70,17.89,18.1609,17.0774,LOSS,-1.0
SOLUSDT,LONG,70,18.92,18.6923,19.6031,LOSS,-1.0
SOLUSDT,LONG,70,19.05,18.8383,19.6851,WIN,3.0
SOLUSDT,LONG,70,19.92,19.7066,20.5603,LOSS,-1.0
SOLUSDT,LONG,70,20.19,19.8194,21.3017,LOSS,-1.0
SOLUSDT,SHORT,70,19.69,19.8703,19.1491,LOSS,-1.0
SOLUSDT,SHORT,70,19.45,19.676,18.772,LOSS,-1.0
SOLUSDT,SHORT,70,18.95,19.1811,18.2566,LOSS,-1.0
SOLUSDT,LONG,70,23.82,23.4709,24.8674,LOSS,-1.0
SOLUSDT,LONG,70,23.71,23.2677,25.0369,LOSS,-1.0
SOLUSDT,SHORT,70,23.31,23.6137,22.3989,WIN,3.0
SOLUSDT,SHORT,70,22.12,22.284,21.628,LOSS,-1.0
SOLUSDT,SHORT,70,21.28,21.4883,20.6551,LOSS,-1.0
SOLUSDT,SHORT,70,21.87,22.0737,21.2589,LOSS,-1.0
SOLUSDT,LONG,70,28.48,27.8417,30.3949,WIN,3.0
SOLUSDT,LONG,70,30.89,30.3503,32.5091,LOSS,-1.0
SOLUSDT,LONG,70,32.58,31.9103,34.5891,LOSS,-1.0
SOLUSDT,LONG,70,32.2,32.0329,32.7014,LOSS,-1.0
SOLUSDT,LONG,70,42.25,41.1791,45.4626,LOSS,-1.0
SOLUSDT,LONG,70,43.25,42.7417,44.7749,LOSS,-1.0
SOLUSDT,LONG,70,58.24,55.9523,65.1031,LOSS,-1.0
SOLUSDT,SHORT,70,57.39,59.6443,50.6271,LOSS,-1.0
SOLUSDT,SHORT,70,56.92,59.398,49.486,LOSS,-1.0
SOLUSDT,LONG,70,60.08,59.0474,63.1777,LOSS,-1.0
SOLUSDT,SHORT,70,55.06,55.468,53.836,LOSS,-1.0
SOLUSDT,LONG,70,59.9,58.7086,63.4743,WIN,3.0
SOLUSDT,LONG,100,64.12,62.1923,69.9031,LOSS,-1.0
SOLUSDT,LONG,70,63.05,61.7409,66.9774,LOSS,-1.0
SOLUSDT,LONG,70,63.21,61.9586,66.9643,WIN,3.0
SOLUSDT,SHORT,70,67.56,69.6114,61.4057,LOSS,-1.0
SOLUSDT,LONG,70,76.25,73.152,85.544,LOSS,-1.0
SOLUSDT,SHORT,70,70.53,72.5463,64.4811,LOSS,-1.0
SOLUSDT,LONG,70,96.97,92.6963,109.7911,WIN,3.0
SOLUSDT,SHORT,70,110.1,114.0166,98.3503,WIN,3.0
SOLUSDT,SHORT,70,102.78,105.1669,95.6194,LOSS,-1.0
SOLUSDT,SHORT,70,103.89,105.6049,98.7454,LOSS,-1.0
SOLUSDT,SHORT,70,99.4,101.2869,93.7394,LOSS,-1.0
SOLUSDT,SHORT,70,94.37,97.0623,86.2931,WIN,3.0
SOLUSDT,LONG,70,100.78,98.4183,107.8651,LOSS,-1.0
SOLUSDT,SHORT,70,96.54,99.2286,88.4743,LOSS,-1.0
SOLUSDT,LONG,70,96.06,94.918,99.486,WIN,3.0
SOLUSDT,LONG,70,98.71,96.6737,104.8189,LOSS,-1.0
SOLUSDT,SHORT,70,92.53,93.5754,89.3937,LOSS,-1.0
SOLUSDT,LONG,70,88.02,86.234,93.378,LOSS,-1.0
SOLUSDT,LONG,70,88.12,86.5289,92.8934,WIN,3.0
SOLUSDT,LONG,70,95.35,94.6311,97.5066,LOSS,-1.0
SOLUSDT,LONG,70,96.24,94.7117,100.8249,WIN,3.0
SOLUSDT,SHORT,70,99.82,102.4443,91.9471,LOSS,-1.0
SOLUSDT,SHORT,70,96.0,98.1666,89.5003,LOSS,-1.0
SOLUSDT,LONG,70,100.06,99.2974,102.3477,LOSS,-1.0
SOLUSDT,SHORT,70,98.41,99.3071,95.7186,WIN,3.0
SOLUSDT,SHORT,70,97.91,98.9166,94.8903,WIN,3.0
SOLUSDT,SHORT,70,95.76,97.0109,92.0074,LOSS,-1.0
SOLUSDT,LONG,70,107.36,106.1209,111.0774,LOSS,-1.0
SOLUSDT,LONG,70,109.33,108.4614,111.9357,LOSS,-1.0
SOLUSDT,LONG,70,116.5,114.494,122.518,LOSS,-1.0
SOLUSDT,LONG,70,111.85,110.2343,116.6971,LOSS,-1.0
SOLUSDT,SHORT,70,104.63,106.3623,99.4331,LOSS,-1.0
SOLUSDT,SHORT,70,102.25,103.0571,99.8286,WIN,3.0
SOLUSDT,LONG,70,103.2,102.8031,104.3906,LOSS,-1.0
SOLUSDT,LONG,70,103.42,102.7811,105.3366,LOSS,-1.0
SOLUSDT,LONG,70,109.18,107.7791,113.3826,LOSS,-1.0
SOLUSDT,SHORT,70,128.44,130.9426,120.9323,LOSS,-1.0
SOLUSDT,LONG,70,129.2,127.3051,134.8846,LOSS,-1.0
SOLUSDT,LONG,70,130.72,128.7191,136.7226,LOSS,-1.0
SOLUSDT,LONG,100,147.49,144.4151,156.7146,LOSS,-1.0
SOLUSDT,LONG,70,148.26,145.7009,155.9374,LOSS,-1.0
SOLUSDT,LONG,70,149.92,146.1431,161.2506,LOSS,-1.0
SOLUSDT,LONG,70,169.47,166.3377,178.8669,LOSS,-1.0
SOLUSDT,LONG,70,167.22,162.8554,180.3137,WIN,3.0
SOLUSDT,LONG,70,201.78,193.7931,225.7406,LOSS,-1.0
SOLUSDT,SHORT,70,175.0,177.1889,168.4334,WIN,3.0
SOLUSDT,LONG,70,190.35,187.1037,200.0889,LOSS,-1.0
SOLUSDT,LONG,70,196.74,194.2349,204.2554,WIN,3.0
SOLUSDT,SHORT,70,185.69,187.646,179.822,WIN,3.0
SOLUSDT,LONG,70,186.99,186.124,189.588,LOSS,-1.0
SOLUSDT,SHORT,70,177.17,178.7711,172.3666,LOSS,-1.0
SOLUSDT,LONG,70,179.64,176.674,188.538,LOSS,-1.0
SOLUSDT,LONG,70,180.5,177.7846,188.6463,LOSS,-1.0
SOLUSDT,SHORT,70,168.91,171.4106,161.4083,LOSS,-1.0
SOLUSDT,LONG,70,174.29,171.7874,181.7977,LOSS,-1.0
SOLUSDT,SHORT,70,133.3,136.4083,123.9751,LOSS,-1.0
SOLUSDT,LONG,70,148.9,147.2374,153.8877,LOSS,-1.0
SOLUSDT,LONG,70,155.89,153.7369,162.3494,LOSS,-1.0
SOLUSDT,SHORT,70,143.37,145.802,136.074,WIN,3.0
SOLUSDT,SHORT,70,138.92,140.7243,133.5071,LOSS,-1.0
SOLUSDT,LONG,70,142.6,140.3323,149.4031,LOSS,-1.0
SOLUSDT,SHORT,70,137.64,139.6946,131.4763,LOSS,-1.0
SOLUSDT,LONG,70,146.81,144.81,152.81,WIN,3.0
SOLUSDT,LONG,70,155.33,152.0611,165.1366,LOSS,-1.0
SOLUSDT,SHORT,70,142.93,144.6874,137.6577,LOSS,-1.0
SOLUSDT,SHORT,70,145.65,147.4206,140.3383,LOSS,-1.0
SOLUSDT,SHORT,70,144.99,147.2883,138.0951,WIN,3.0
SOLUSDT,SHORT,70,145.19,146.48,141.32,WIN,3.0
SOLUSDT,LONG,70,160.45,158.8369,165.2894,LOSS,-1.0
SOLUSDT,LONG,70,172.35,171.4111,175.1666,LOSS,-1.0
SOLUSDT,LONG,70,171.76,171.1303,173.6491,LOSS,-1.0
SOLUSDT,LONG,70,181.97,178.2291,193.1926,LOSS,-1.0
SOLUSDT,LONG,70,179.83,178.48,183.88,WIN,3.0
SOLUSDT,LONG,70,168.99,166.7369,175.7494,LOSS,-1.0
SOLUSDT,SHORT,70,166.65,168.1186,162.2443,LOSS,-1.0
SOLUSDT,SHORT,70,166.77,167.6049,164.2654,WIN,3.0
SOLUSDT,SHORT,70,164.36,165.9654,159.5437,LOSS,-1.0
SOLUSDT,LONG,70,165.97,164.2846,171.0263,WIN,3.0
SOLUSDT,LONG,70,174.07,171.678,181.246,LOSS,-1.0
SOLUSDT,LONG,70,173.26,171.932,177.244,LOSS,-1.0
SOLUSDT,SHORT,70,161.09,161.6666,159.3603,LOSS,-1.0
SOLUSDT,SHORT,70,159.87,161.0749,156.2554,LOSS,-1.0
SOLUSDT,SHORT,70,147.91,149.5171,143.0886,WIN,3.0
SOLUSDT,LONG,70,145.85,144.5454,149.7637,WIN,3.0
SOLUSDT,SHORT,70,136.8,139.5503,128.5491,LOSS,-1.0
SOLUSDT,SHORT,70,137.18,139.6363,129.8111,LOSS,-1.0
SOLUSDT,LONG,70,137.84,135.6843,144.3071,LOSS,-1.0
SOLUSDT,LONG,70,146.99,145.7906,150.5883,WIN,3.0
SOLUSDT,LONG,70,148.28,146.3709,154.0074,WIN,3.0
SOLUSDT,SHORT,70,128.78,130.688,123.056,LOSS,-1.0
SOLUSDT,SHORT,70,136.76,137.828,133.556,LOSS,-1.0
SOLUSDT,LONG,70,161.83,159.1914,169.7457,LOSS,-1.0
SOLUSDT,LONG,70,172.18,171.6554,173.7537,LOSS,-1.0
SOLUSDT,LONG,70,178.73,175.8057,187.5029,LOSS,-1.0
SOLUSDT,SHORT,70,176.49,180.5457,164.3229,LOSS,-1.0
SOLUSDT,LONG,70,185.23,182.8651,192.3246,LOSS,-1.0
SOLUSDT,LONG,70,185.85,182.8774,194.7677,LOSS,-1.0
SOLUSDT,LONG,70,187.66,186.2874,191.7777,LOSS,-1.0
SOLUSDT,SHORT,70,146.27,147.898,141.386,LOSS,-1.0
SOLUSDT,LONG,70,147.2,144.4497,155.4509,LOSS,-1.0
SOLUSDT,SHORT,70,142.81,143.784,139.888,LOSS,-1.0
SOLUSDT,SHORT,70,140.94,143.5226,133.1923,LOSS,-1.0
SOLUSDT,SHORT,70,140.18,143.0477,131.5769,LOSS,-1.0
SOLUSDT,SHORT,70,142.7,144.898,136.106,LOSS,-1.0
SOLUSDT,LONG,70,143.24,140.5626,151.2723,LOSS,-1.0
SOLUSDT,LONG,70,144.4,143.8871,145.9386,WIN,3.0
SOLUSDT,LONG,70,158.92,156.6614,165.6957,LOSS,-1.0
SOLUSDT,SHORT,70,134.29,135.1006,131.8583,LOSS,-1.0
SOLUSDT,SHORT,70,131.68,134.0157,124.6729,LOSS,-1.0
SOLUSDT,SHORT,70,129.16,131.5966,121.8503,WIN,3.0
SOLUSDT,LONG,70,129.4,127.8946,133.9163,LOSS,-1.0
SOLUSDT,LONG,70,134.04,132.3369,139.1494,LOSS,-1.0
SOLUSDT,SHORT,70,131.98,133.2646,128.1263,LOSS,-1.0
SOLUSDT,LONG,70,133.15,130.308,141.676,LOSS,-1.0
SOLUSDT,SHORT,70,129.49,130.6977,125.8669,LOSS,-1.0
SOLUSDT,SHORT,70,144.11,145.4846,139.9863,LOSS,-1.0
SOLUSDT,LONG,70,145.74,143.5483,152.3151,WIN,3.0
SOLUSDT,LONG,70,150.42,149.2986,153.7843,LOSS,-1.0
SOLUSDT,LONG,70,150.94,149.2909,155.8874,WIN,3.0
SOLUSDT,LONG,70,157.88,154.868,166.916,LOSS,-1.0
SOLUSDT,LONG,70,157.67,155.274,164.858,LOSS,-1.0
SOLUSDT,SHORT,70,156.19,159.6874,145.6977,LOSS,-1.0
SOLUSDT,LONG,70,146.67,146.222,148.014,LOSS,-1.0
SOLUSDT,LONG,70,154.43,151.1534,164.2597,LOSS,-1.0
SOLUSDT,LONG,70,165.4,162.1537,175.1389,LOSS,-1.0
SOLUSDT,SHORT,70,165.51,168.3329,157.0414,LOSS,-1.0
SOLUSDT,LONG,70,175.16,172.9549,181.7754,LOSS,-1.0
SOLUSDT,LONG,70,179.84,178.8554,182.7937,LOSS,-1.0
SOLUSDT,SHORT,70,176.63,177.3923,174.3431,WIN,3.0
SOLUSDT,SHORT,70,168.19,169.8666,163.1603,LOSS,-1.0
SOLUSDT,SHORT,70,166.67,167.404,164.468,WIN,3.0
SOLUSDT,SHORT,70,163.43,164.5357,160.1129,LOSS,-1.0
SOLUSDT,LONG,70,197.07,193.3049,208.3654,LOSS,-1.0
SOLUSDT,LONG,70,198.21,197.3217,200.8749,LOSS,-1.0
SOLUSDT,LONG,70,213.97,212.0466,219.7403,LOSS,-1.0
SOLUSDT,LONG,70,217.23,214.8734,224.2997,LOSS,-1.0
SOLUSDT,LONG,70,240.58,237.5614,249.6357,LOSS,-1.0
SOLUSDT,LONG,70,239.11,233.8854,254.7837,WIN,3.0
SOLUSDT,LONG,70,253.34,241.9366,287.5503,LOSS,-1.0
SOLUSDT,LONG,70,256.64,255.128,261.176,LOSS,-1.0
SOLUSDT,SHORT,70,229.99,233.99,217.99,LOSS,-1.0
SOLUSDT,SHORT,70,240.51,244.0529,229.8814,LOSS,-1.0
SOLUSDT,LONG,70,235.04,229.6757,251.1329,LOSS,-1.0
SOLUSDT,SHORT,70,222.38,225.0306,214.4283,LOSS,-1.0
SOLUSDT,SHORT,70,219.6,222.3314,211.4057,LOSS,-1.0
SOLUSDT,SHORT,70,218.48,222.9763,204.9911,LOSS,-1.0
SOLUSDT,LONG,70,193.9,192.0363,199.4911,LOSS,-1.0
SOLUSDT,LONG,70,193.51,191.7923,198.6631,LOSS,-1.0
SOLUSDT,LONG,70,215.88,215.0166,218.4703,LOSS,-1.0
SOLUSDT,SHORT,70,191.78,194.078,184.886,WIN,3.0
SOLUSDT,LONG,70,188.42,186.7866,193.3203,LOSS,-1.0
SOLUSDT,LONG,70,256.09,251.5051,269.8446,WIN,3.0
SOLUSDT,LONG,70,256.98,253.5123,267.3831,LOSS,-1.0
SOLUSDT,SHORT,70,230.99,234.2269,221.2794,LOSS,-1.0
SOLUSDT,LONG,70,240.36,238.5566,245.7703,LOSS,-1.0
SOLUSDT,SHORT,70,198.88,202.58,187.78,LOSS,-1.0
SOLUSDT,LONG,70,199.41,195.5626,210.9523,LOSS,-1.0
SOLUSDT,SHORT,70,195.04,197.87,186.55,WIN,3.0
SOLUSDT,SHORT,70,168.01,172.6154,154.1937,LOSS,-1.0
SOLUSDT,SHORT,70,168.93,172.4726,158.3023,LOSS,-1.0
SOLUSDT,LONG,70,173.32,170.9414,180.4557,WIN,3.0
SOLUSDT,LONG,70,174.69,172.1151,182.4146,LOSS,-1.0
SOLUSDT,SHORT,70,137.42,141.4703,125.2691,LOSS,-1.0
SOLUSDT,LONG,70,143.03,140.8354,149.6137,LOSS,-1.0
SOLUSDT,SHORT,70,142.36,149.2391,121.7226,LOSS,-1.0
SOLUSDT,LONG,70,125.9,121.9,137.9,LOSS,-1.0
SOLUSDT,LONG,70,126.24,122.1434,138.5297,LOSS,-1.0
SOLUSDT,LONG,70,134.64,133.5866,137.8003,LOSS,-1.0
SOLUSDT,SHORT,70,127.56,128.1383,125.8251,LOSS,-1.0
SOLUSDT,LONG,70,130.44,129.0766,134.5303,LOSS,-1.0
SOLUSDT,SHORT,70,127.63,128.8849,123.8654,LOSS,-1.0
SOLUSDT,LONG,70,129.97,128.1657,135.3829,LOSS,-1.0
SOLUSDT,LONG,70,142.13,139.4703,150.1091,LOSS,-1.0
SOLUSDT,SHORT,70,124.57,126.6837,118.2289,LOSS,-1.0
SOLUSDT,LONG,70,127.71,124.1426,138.4123,LOSS,-1.0
SOLUSDT,SHORT,70,116.08,117.9906,110.3483,LOSS,-1.0
SOLUSDT,SHORT,70,106.03,108.2491,99.3726,LOSS,-1.0
SOLUSDT,LONG,70,128.6,127.4263,132.1211,WIN,3.0
SOLUSDT,LONG,70,131.58,128.7677,140.0169,LOSS,-1.0
SOLUSDT,LONG,70,130.7,127.5777,140.0669,LOSS,-1.0
SOLUSDT,LONG,70,131.44,124.1497,153.3109,LOSS,-1.0
SOLUSDT,LONG,70,134.57,133.3126,138.3423,LOSS,-1.0
SOLUSDT,LONG,70,137.97,137.3417,139.8549,WIN,3.0
SOLUSDT,LONG,70,139.72,138.4874,143.4177,LOSS,-1.0
SOLUSDT,LONG,70,152.98,150.0649,161.7254,LOSS,-1.0
SOLUSDT,SHORT,70,147.83,149.1611,143.8366,LOSS,-1.0
SOLUSDT,SHORT,70,146.34,148.3177,140.4069,LOSS,-1.0
SOLUSDT,LONG,70,150.19,149.584,152.008,LOSS,-1.0
SOLUSDT,SHORT,70,146.51,148.2883,141.1751,LOSS,-1.0
SOLUSDT,LONG,70,146.48,145.5037,149.4089,LOSS,-1.0
SOLUSDT,LONG,100,146.13,144.36,151.44,WIN,3.0
SOLUSDT,LONG,70,146.6,144.4974,152.9077,WIN,3.0
SOLUSDT,LONG,70,171.63,170.4869,175.0594,LOSS,-1.0
SOLUSDT,LONG,70,174.21,170.3771,185.7086,LOSS,-1.0
SOLUSDT,SHORT,70,170.27,174.2329,158.3814,LOSS,-1.0
SOLUSDT,LONG,70,170.26,168.2769,176.2094,LOSS,-1.0
SOLUSDT,LONG,70,177.91,174.5886,187.8743,LOSS,-1.0
SOLUSDT,SHORT,70,175.87,176.8434,172.9497,LOSS,-1.0
SOLUSDT,LONG,70,176.8,175.0411,182.0766,LOSS,-1.0
SOLUSDT,SHORT,70,173.63,175.6606,167.5383,WIN,3.0
SOLUSDT,SHORT,70,154.72,155.7643,151.5871,LOSS,-1.0
SOLUSDT,SHORT,70,157.13,158.3249,153.5454,WIN,3.0
SOLUSDT,SHORT,70,150.29,152.272,144.344,LOSS,-1.0
SOLUSDT,LONG,70,159.14,156.9891,165.5926,LOSS,-1.0
SOLUSDT,SHORT,70,147.46,151.1317,136.4449,LOSS,-1.0
SOLUSDT,LONG,70,146.7,143.4631,156.4106,LOSS,-1.0
SOLUSDT,SHORT,70,140.39,142.1137,135.2189,WIN,3.0
SOLUSDT,SHORT,70,132.14,134.942,123.734,LOSS,-1.0
SOLUSDT,LONG,70,143.69,142.2517,148.0049,LOSS,-1.0
SOLUSDT,SHORT,70,143.83,145.7686,138.0143,WIN,3.0
SOLUSDT,SHORT,70,147.34,148.4323,144.0631,LOSS,-1.0
SOLUSDT,LONG,70,152.78,151.6363,156.2111,LOSS,-1.0
SOLUSDT,LONG,70,150.81,149.2711,155.4266,WIN,3.0
SOLUSDT,LONG,70,158.39,156.4757,164.1329,WIN,3.0
SOLUSDT,LONG,70,162.34,161.1703,165.8491,LOSS,-1.0
SOLUSDT,SHORT,70,160.47,161.6586,156.9043,LOSS,-1.0
SOLUSDT,LONG,70,174.35,171.6377,182.4869,LOSS,-1.0
SOLUSDT,LONG,70,178.51,176.1083,185.7151,LOSS,-1.0
SOLUSDT,LONG,70,177.87,176.3823,182.3331,WIN,3.0
SOLUSDT,LONG,70,180.5,178.6323,186.1031,LOSS,-1.0
SOLUSDT,LONG,70,194.28,192.1589,200.6434,WIN,3.0
SOLUSDT,SHORT,70,189.52,194.1463,175.6411,WIN,3.0
SOLUSDT,LONG,70,187.01,185.3583,191.9651,LOSS,-1.0
SOLUSDT,LONG,70,190.2,186.7463,200.5611,LOSS,-1.0
SOLUSDT,SHORT,70,181.38,182.9857,176.5629,WIN,3.0
SOLUSDT,SHORT,70,179.27,179.956,177.212,WIN,3.0
SOLUSDT,LONG,70,166.22,163.8223,173.4131,LOSS,-1.0
SOLUSDT,SHORT,70,163.31,165.5777,156.5069,LOSS,-1.0
SOLUSDT,LONG,70,179.79,178.576,183.432,WIN,3.0
SOLUSDT,SHORT,70,179.61,181.8714,172.8257,LOSS,-1.0
SOLUSDT,LONG,70,196.21,193.9529,202.9814,WIN,3.0
SOLUSDT,SHORT,70,196.54,202.1071,179.8386,LOSS,-1.0
SOLUSDT,SHORT,70,187.4,190.3771,178.4686,LOSS,-1.0
SOLUSDT,SHORT,70,181.33,184.3494,172.2717,LOSS,-1.0
SOLUSDT,LONG,70,183.62,181.136,191.072,LOSS,-1.0
SOLUSDT,LONG,70,183.77,181.8894,189.4117,LOSS,-1.0
SOLUSDT,LONG,70,204.82,202.1103,212.9491,LOSS,-1.0
SOLUSDT,LONG,70,202.12,200.8854,205.8237,LOSS,-1.0
SOLUSDT,SHORT,70,204.67,205.584,201.928,LOSS,-1.0
SOLUSDT,SHORT,70,202.7,203.598,200.006,LOSS,-1.0
SOLUSDT,LONG,70,205.66,203.854,211.078,WIN,3.0
SOLUSDT,LONG,70,215.49,212.9871,222.9986,LOSS,-1.0
SOLUSDT,LONG,70,240.06,237.2051,248.6246,LOSS,-1.0
SOLUSDT,SHORT,70,235.48,236.6409,231.9974,LOSS,-1.0
SOLUSDT,LONG,70,246.15,243.3954,254.4137,LOSS,-1.0
SOLUSDT,SHORT,70,238.77,239.3243,237.1071,LOSS,-1.0
SOLUSDT,SHORT,70,238.48,240.2657,233.1229,LOSS,-1.0
SOLUSDT,SHORT,70,217.7,222.4871,203.3386,LOSS,-1.0
SOLUSDT,SHORT,70,194.42,198.548,182.036,LOSS,-1.0
SOLUSDT,LONG,70,202.95,200.2903,210.9291,LOSS,-1.0
SOLUSDT,LONG,70,208.72,204.3151,221.9346,LOSS,-1.0
SOLUSDT,SHORT,70,206.69,209.8877,197.0969,LOSS,-1.0
SOLUSDT,LONG,70,233.91,231.4017,241.4349,LOSS,-1.0
SOLUSDT,LONG,70,230.91,227.7174,240.4877,LOSS,-1.0
SOLUSDT,SHORT,70,220.08,223.2383,210.6051,LOSS,-1.0
SOLUSDT,SHORT,70,219.79,222.7094,211.0317,WIN,3.0
SOLUSDT,LONG,70,193.37,190.2857,202.6229,WIN,3.0
SOLUSDT,LONG,70,201.16,199.6811,205.5966,LOSS,-1.0
SOLUSDT,LONG,70,186.27,182.2266,198.4003,LOSS,-1.0
SOLUSDT,SHORT,70,184.17,186.6246,176.8063,LOSS,-1.0
SOLUSDT,SHORT,70,186.89,188.5731,181.8406,LOSS,-1.0
SOLUSDT,SHORT,70,186.53,187.9686,182.2143,WIN,3.0
SOLUSDT,LONG,70,192.47,190.0214,199.8157,LOSS,-1.0
SOLUSDT,LONG,70,192.0,190.3854,196.8437,WIN,3.0
SOLUSDT,LONG,70,194.8,193.4171,198.9486,WIN,3.0
SOLUSDT,LONG,70,200.47,198.8877,205.2169,LOSS,-1.0
SOLUSDT,LONG,100,203.42,202.1189,207.3234,LOSS,-1.0
SOLUSDT,SHORT,70,186.42,189.9343,175.8771,LOSS,-1.0
SOLUSDT,SHORT,70,185.52,187.1994,180.4817,LOSS,-1.0
SOLUSDT,SHORT,70,155.42,159.6334,142.7797,LOSS,-1.0
SOLUSDT,SHORT,70,157.23,158.4397,153.6009,LOSS,-1.0
SOLUSDT,SHORT,70,141.66,143.4737,136.2189,LOSS,-1.0
SOLUSDT,LONG,70,130.58,128.7569,136.0494,LOSS,-1.0
SOLUSDT,LONG,70,136.91,136.002,139.634,LOSS,-1.0
SOLUSDT,LONG,70,136.72,135.6443,139.9471,LOSS,-1.0
SOLUSDT,LONG,70,142.94,142.1066,145.4403,LOSS,-1.0
SOLUSDT,LONG,70,142.51,140.8717,147.4249,LOSS,-1.0
SOLUSDT,SHORT,70,136.4,137.9494,131.7517,LOSS,-1.0
SOLUSDT,SHORT,70,133.74,134.414,131.718,WIN,3.0
SOLUSDT,SHORT,70,132.9,134.4306,128.3083,WIN,3.0
SOLUSDT,SHORT,70,132.52,134.8463,125.5411,LOSS,-1.0
SOLUSDT,LONG,70,138.34,136.4191,144.1026,LOSS,-1.0
SOLUSDT,SHORT,70,133.31,134.5431,129.6106,WIN,3.0
SOLUSDT,SHORT,70,132.69,133.9466,128.9203,WIN,3.0
SOLUSDT,SHORT,70,131.53,132.1449,129.6854,LOSS,-1.0
SOLUSDT,SHORT,70,126.77,128.1037,122.7689,LOSS,-1.0
SOLUSDT,SHORT,70,127.62,128.988,123.516,LOSS,-1.0
SOLUSDT,LONG,70,126.14,123.3963,134.3711,LOSS,-1.0
